Tiempo_Respuesta,Tiempo_comunidad,Sexo,Trabaja,Edad,Familia,Hobbies,Club_Social,Politica,Profesional,Medioambiente,Grupo_Apoyo
8.92,Corto,F,No,50,1,0,0,0,0,1,1
2.82,Medio,F,No,22,1,0,0,0,1,1,1
2.51,Largo,F,No,54,0,1,0,0,1,1,0
6.13,Largo,F,No,40,1,0,0,0,0,0,0
9.86,Largo,F,No,36,0,0,0,1,0,0,0
7.95,Medio,M,Si,34,0,0,0,1,1,0,0
2.85,Corto,F,No,33,1,1,0,0,0,0,1
6.37,Corto,M,Si,35,1,0,0,1,1,0,1
8.6,Medio,M,No,21,0,0,0,0,0,0,0
2.95,Largo,M,No,50,0,0,0,0,0,0,0
5.5,Largo,F,Si,53,0,0,0,0,0,0,0
8.04,Largo,F,Si,38,1,0,1,0,1,0,0
3.69,Corto,F,Si,21,0,0,0,0,0,1,0
9.83,Medio,M,Si,44,0,0,0,0,0,0,0
4.27,Largo,F,Si,26,0,0,0,0,0,1,0
6.48,Medio,M,No,46,0,0,0,0,1,0,1
6.95,Largo,M,No,53,0,1,0,0,0,1,0
6.25,Medio,M,Si,35,1,0,0,0,1,1,0
5.57,Medio,F,Si,30,0,0,0,0,0,0,0
6.56,Medio,M,No,52,1,1,1,0,0,1,1
5.57,Corto,M,No,22,0,0,0,0,1,0,0
5.25,Medio,M,No,46,0,1,0,0,0,1,0
3.84,Largo,F,Si,41,0,0,0,0,0,0,0
6.33,Largo,M,Si,22,0,0,0,0,0,0,0
4.19,Largo,M,Si,22,0,0,0,0,0,1,0
8.67,Largo,F,No,56,0,0,0,0,1,0,0
5.46,Largo,F,Si,43,0,1,0,0,0,1,0
2.28,Medio,F,Si,44,0,1,0,0,1,0,0
3.6,Medio,M,No,55,0,0,0,0,1,0,0
4.78,Corto,M,Si,49,1,1,0,0,1,1,0
2.34,Largo,F,Si,19,0,0,0,0,1,0,0
8.35,Medio,M,No,19,1,0,0,0,0,0,1
5.62,Medio,F,Si,48,1,0,0,0,1,1,0
3.1,Largo,M,Si,43,0,0,0,0,0,0,0
2.8,Medio,F,Si,45,1,0,0,0,0,0,0
6.26,Medio,M,No,23,0,0,0,0,0,0,0
9.27,Largo,F,Si,39,1,0,0,0,0,0,0
5.6,Largo,M,Si,24,0,1,0,0,0,1,0
8.19,Largo,F,Si,24,0,0,0,0,0,0,0
4.51,Medio,M,Si,19,0,0,0,1,0,0,0
8.43,Largo,M,No,25,0,0,0,0,0,0,1
5.98,Medio,F,No,25,1,0,0,0,0,0,0
4.62,Medio,F,No,28,1,0,0,0,0,0,0
10.1,Medio,M,Si,24,0,0,0,0,0,0,0
4.21,Corto,F,Si,43,0,1,0,0,0,0,0
6.4,Medio,F,No,25,0,0,0,0,0,0,0
8.67,Medio,M,No,32,0,0,0,0,0,1,0
7.1,Largo,F,Si,37,0,1,0,0,0,1,0
7.89,Medio,F,Si,53,0,0,0,1,0,0,0
8.11,Largo,F,No,37,0,0,0,0,0,1,0
7.61,Medio,F,No,37,1,0,0,0,0,1,1
8.95,Medio,M,Si,29,0,0,0,0,1,0,0
6.4,Corto,F,No,32,0,0,0,0,1,0,0
6.37,Corto,F,Si,51,0,0,0,0,0,1,0
7.35,Largo,M,No,23,0,1,0,0,0,1,0
9.3,Corto,M,No,34,0,0,0,0,1,0,0
4.21,Medio,M,Si,31,1,1,0,0,0,0,0
6.89,Medio,F,No,37,1,0,0,1,0,0,0
7.43,Largo,F,No,56,0,0,0,0,0,1,0
6.1,Medio,M,No,52,0,0,0,0,0,0,0
6.22,Medio,F,Si,38,1,1,0,0,1,1,0
4.52,Medio,F,Si,24,1,0,0,0,1,0,0
2.33,Medio,F,No,55,0,0,0,0,0,0,0
8.17,Corto,F,Si,35,1,1,1,1,1,1,1
7.68,Largo,M,No,41,0,0,0,0,0,0,0
2.59,Medio,F,No,37,0,0,0,0,1,0,0
7.15,Largo,F,No,50,0,0,0,0,0,0,0
5.8,Largo,F,Si,54,0,0,0,0,1,0,0
8.65,Medio,F,No,17,1,0,0,0,0,0,0
6.11,Largo,M,No,36,1,1,1,0,0,0,1
4.19,Corto,M,No,41,0,0,0,0,1,0,0
8.51,Largo,M,No,37,0,0,0,0,0,1,0
3.73,Largo,M,Si,50,0,0,0,0,0,1,0
8.11,Medio,M,No,21,1,0,0,0,0,1,0
3.5,Medio,M,No,46,1,0,0,0,0,0,0
9.07,Medio,M,No,35,1,0,1,1,0,1,0
6.79,Medio,M,No,37,0,0,0,0,0,0,0
4.39,Medio,F,Si,37,0,0,0,0,1,0,0
3.35,Largo,M,No,31,1,1,1,0,0,1,0
7.24,Corto,F,Si,26,1,1,1,0,0,1,0
5.8,Medio,F,No,27,1,1,0,0,0,1,0
7.63,Largo,F,No,41,0,0,0,0,1,0,0
7.41,Largo,M,No,40,0,0,0,0,0,0,0
8.25,Corto,F,Si,27,0,1,1,0,0,1,0
8.04,Medio,F,No,26,0,0,0,0,0,0,0
2.25,Medio,F,No,52,0,0,0,0,1,0,1
2.23,Largo,F,Si,26,1,1,1,0,1,0,0
7.36,Largo,F,Si,30,0,0,0,0,0,0,0
7.12,Corto,F,No,55,0,0,0,0,0,0,0
5.51,Largo,M,Si,23,1,1,0,0,0,1,0
4.68,Corto,F,No,45,0,0,0,0,0,0,0
2.29,Medio,F,No,23,1,1,0,0,0,0,0
10.04,Largo,M,Si,19,1,1,1,0,0,0,0
7.63,Medio,F,No,51,0,0,0,0,1,0,0
2.38,Corto,F,No,20,0,0,0,0,0,0,0
7.04,Medio,F,No,53,0,0,0,0,0,0,0
7.66,Corto,F,Si,43,0,0,0,0,0,0,0
3.74,Medio,M,No,32,0,0,0,1,0,0,0
7.18,Medio,F,Si,26,0,0,0,0,0,1,0
7.73,Largo,F,Si,21,1,1,1,0,1,1,0
8.85,Largo,F,No,32,1,0,0,0,0,1,0
7.14,Corto,M,No,35,0,0,0,1,0,0,0
7.32,Corto,F,No,22,0,0,0,0,0,0,0
6.3,Corto,M,No,35,1,0,1,0,1,1,0
7.29,Largo,M,Si,51,1,0,0,0,0,1,0
2.67,Largo,M,No,51,1,1,0,0,0,1,0
6.91,Largo,F,Si,43,0,0,0,0,0,0,0
9.15,Largo,F,Si,47,1,1,1,0,1,1,0
3.02,Medio,M,No,52,0,0,0,0,1,0,0
3.19,Largo,M,No,41,1,1,1,0,1,1,1
2.69,Medio,F,Si,53,1,1,0,0,0,1,0
9.4,Largo,F,Si,46,0,0,0,0,1,1,0
9.63,Corto,M,No,35,0,1,1,0,0,1,0
6.27,Largo,M,No,31,0,0,0,0,1,0,1
7.79,Medio,F,Si,35,0,0,0,0,1,0,0
3.2,Corto,F,No,35,1,0,0,0,0,1,0
4.79,Medio,M,No,29,0,0,0,0,0,1,0
6.58,Medio,M,No,55,1,0,0,0,0,0,0
9.23,Largo,F,No,33,0,0,0,0,1,0,0
4.64,Corto,M,Si,49,0,1,1,0,0,1,0
3.04,Medio,M,No,33,1,0,0,0,0,0,1
4.33,Medio,M,Si,35,1,0,0,0,0,0,0
8.66,Medio,F,Si,47,1,1,0,0,0,1,1
7.16,Medio,F,Si,29,1,0,0,0,1,1,0
3.43,Corto,F,No,53,0,1,0,0,0,1,0
5.41,Medio,M,Si,32,0,1,1,0,0,1,0
4.01,Largo,F,Si,47,0,0,0,1,1,0,0
2.19,Corto,F,Si,24,0,0,0,0,1,0,1
6.86,Medio,F,No,45,0,0,0,0,0,0,0
6.65,Corto,M,No,22,1,1,0,0,1,1,0
3.2,Largo,F,Si,21,0,0,0,0,1,1,0
9.39,Largo,F,Si,35,1,0,1,0,0,0,0
6.03,Largo,F,No,46,0,0,0,0,0,0,0
2.86,Medio,M,Si,28,0,0,0,0,0,0,0
8.79,Medio,M,No,34,0,0,0,0,0,0,1
6.7,Medio,M,No,22,1,0,0,0,0,0,0
7.58,Largo,M,Si,53,0,0,0,0,0,0,0
10.02,Largo,M,Si,22,0,1,1,0,0,1,1
7.57,Corto,M,Si,42,1,0,0,0,0,0,0
4.16,Largo,M,Si,45,1,1,0,0,1,1,0
9.87,Largo,M,Si,28,0,0,0,0,0,0,0
6.94,Medio,M,Si,26,1,1,1,1,1,1,1
6.37,Largo,F,Si,30,0,0,0,0,0,0,0
5.55,Corto,F,No,42,0,0,0,0,1,0,0
4.31,Medio,M,Si,47,1,1,0,0,0,1,0
8.83,Largo,M,Si,30,0,1,0,0,1,0,0
6.97,Largo,F,No,50,0,0,0,0,1,0,0
6.71,Largo,F,Si,49,0,0,0,1,0,0,1
5.48,Medio,M,Si,18,0,0,0,0,0,0,0
9.01,Largo,F,Si,42,0,0,0,0,0,0,0
4.55,Medio,M,Si,49,0,0,0,0,0,1,0
5.73,Medio,F,No,34,0,0,0,0,0,0,1
3.1,Medio,F,Si,25,1,1,1,0,1,1,0
2.36,Medio,M,No,31,0,1,0,0,0,0,0
6.63,Largo,M,No,47,1,1,1,0,1,0,0
2.11,Largo,F,No,32,1,1,0,0,0,1,0
7.19,Corto,F,Si,27,1,0,0,0,0,0,0
6.66,Largo,F,No,21,1,1,0,1,1,1,1
7.1,Largo,F,Si,49,1,0,0,0,0,0,0
4.17,Medio,F,No,45,1,0,0,0,1,1,0
3.23,Largo,M,Si,29,0,0,0,0,0,0,0
8.23,Largo,F,Si,48,0,0,0,0,0,1,0
2.57,Largo,F,No,21,1,1,1,0,1,0,0
6.57,Medio,F,No,32,0,1,0,0,0,0,0
3,Medio,F,Si,23,0,0,0,0,1,0,0
2.54,Largo,F,No,30,0,0,0,1,1,0,1
7.58,Largo,F,No,20,0,0,0,0,1,0,0
3.36,Corto,M,No,21,1,1,0,0,0,1,0
2.92,Medio,M,Si,43,0,0,0,0,0,1,0
5.05,Medio,F,Si,32,0,0,0,0,0,0,0
2.95,Corto,F,No,45,1,0,0,1,0,0,1
3.39,Largo,F,No,44,1,1,0,0,1,0,0
9.15,Medio,M,No,51,0,0,0,0,0,0,0
5.95,Medio,F,Si,52,1,1,1,0,0,1,0
7.89,Corto,M,Si,35,1,1,1,0,0,1,0
3.24,Largo,M,No,42,0,0,0,0,1,0,1
4.34,Corto,M,Si,33,1,1,0,0,0,1,0
8.84,Medio,F,No,32,1,0,0,0,1,0,1
3.21,Largo,M,Si,51,0,0,0,0,0,0,1
3.32,Largo,F,Si,42,1,1,1,1,1,0,1
4.48,Largo,M,Si,43,0,0,0,0,0,0,1
6.82,Medio,F,Si,25,0,1,0,0,1,0,0
3.84,Medio,F,No,28,0,0,0,1,1,0,1
9.33,Medio,M,No,46,0,1,0,0,0,1,0
6.21,Medio,F,Si,24,0,0,0,0,0,0,0
4.75,Medio,F,Si,52,1,1,0,0,1,0,0
3.19,Corto,F,No,57,0,0,0,0,0,1,0
3.29,Medio,F,No,27,1,0,0,0,0,0,0
5.65,Largo,F,No,32,1,0,0,0,1,0,0
9.47,Corto,M,Si,24,0,0,0,0,0,1,0
5.57,Largo,F,Si,23,0,0,0,1,1,0,0
6.36,Corto,F,Si,23,1,1,1,1,1,1,0
8.3,Medio,F,No,54,0,0,0,0,0,0,0
2.72,Medio,M,Si,52,0,0,0,0,0,0,0
4.45,Largo,F,No,52,0,0,0,0,0,0,0
8.29,Largo,M,Si,47,0,0,0,0,1,0,0
9.36,Largo,M,No,42,0,0,0,0,0,0,0
2.8,Medio,F,Si,54,1,0,0,0,0,1,0
6.57,Largo,M,No,19,1,0,0,0,0,1,0
3.57,Largo,F,No,17,0,0,0,0,0,0,1
4.52,Medio,F,No,44,0,1,1,0,1,1,0
2.61,Corto,M,Si,24,0,0,0,0,1,0,0
2.32,Medio,F,No,17,0,0,0,0,0,1,0
7.69,Medio,F,Si,43,0,0,0,0,0,0,0
7.91,Largo,M,No,53,1,1,1,0,0,0,0
6.75,Medio,F,Si,43,1,0,0,0,1,0,0
5.56,Largo,F,No,21,1,1,0,0,1,0,0
3.71,Medio,M,No,31,0,1,1,0,0,1,0
4.8,Medio,F,Si,38,0,0,1,0,0,0,0
2.25,Largo,M,Si,38,1,1,1,0,0,1,0
6.14,Medio,M,Si,37,1,0,0,0,1,0,0
4.58,Corto,M,Si,25,1,0,0,0,0,0,0
7.36,Largo,M,Si,19,0,0,0,0,0,0,0
9.86,Medio,M,No,28,0,1,1,0,1,1,1
5.98,Corto,F,No,39,0,0,0,0,0,0,0
7.53,Largo,M,Si,26,1,1,1,0,0,1,0
6.16,Largo,F,No,52,0,1,1,1,1,1,1
2.22,Corto,M,Si,51,0,0,0,0,1,0,1
10.02,Largo,F,No,23,1,1,1,0,0,1,0
9.04,Largo,F,No,47,0,0,0,0,0,0,0
2.59,Largo,F,No,34,1,0,0,0,0,1,0
8.87,Corto,F,No,32,0,0,0,0,0,1,0
2.17,Medio,M,Si,52,0,0,0,0,1,0,1
2.45,Largo,F,Si,37,0,0,0,0,0,0,0
3.66,Medio,M,Si,45,0,0,0,0,1,0,0
4.66,Medio,M,No,46,0,0,0,0,1,0,0
4.58,Largo,M,Si,21,1,1,0,0,0,1,0
5.98,Medio,M,Si,49,1,1,1,0,0,1,0
2.55,Medio,M,Si,50,0,1,1,0,0,1,0
7,Largo,M,Si,31,1,0,0,0,1,0,0
3.57,Largo,F,No,49,0,0,0,0,0,0,0
3.79,Largo,M,Si,31,0,0,0,0,1,0,0
8.37,Largo,F,No,22,1,0,1,0,1,1,0
6.34,Largo,M,No,34,1,0,0,0,1,0,0
8.89,Medio,F,Si,32,0,0,0,0,1,0,0
7.12,Largo,F,No,22,1,1,0,0,0,1,0
4.81,Corto,M,No,27,0,0,0,0,0,0,0
7.73,Corto,F,No,47,1,1,1,0,0,1,0
6.09,Corto,M,Si,40,1,0,0,0,1,0,0
4.44,Medio,M,No,47,0,0,0,0,1,1,0
9.91,Corto,F,No,27,0,0,0,0,0,0,0
8.07,Largo,M,Si,25,1,0,0,0,1,0,0
9.64,Largo,M,No,54,0,0,1,0,0,1,0
8.44,Largo,M,Si,54,1,0,1,0,1,0,1
3.93,Largo,F,No,34,0,0,0,0,0,0,0
5.43,Corto,F,No,26,1,0,0,0,1,0,0
7.26,Medio,F,No,21,0,0,0,0,0,0,0
9.39,Medio,M,No,48,0,1,1,1,1,1,0
4.19,Largo,F,Si,45,1,1,1,0,1,0,0
3.38,Medio,M,No,47,1,0,0,0,0,0,0
2.11,Largo,M,No,24,0,0,0,0,0,0,0
2.16,Corto,F,No,44,1,1,1,0,1,0,0
3.46,Largo,F,Si,37,1,0,0,0,1,0,0
4.38,Largo,F,No,53,1,0,0,0,0,0,0
6.71,Corto,M,No,53,1,1,1,0,0,1,0
2.85,Medio,F,Si,34,1,1,1,0,0,1,0
8.09,Largo,F,Si,41,0,0,0,1,0,1,1
4.22,Largo,M,No,23,1,1,0,0,0,1,0
10.15,Medio,F,No,25,1,1,1,0,1,1,1
2.63,Largo,F,Si,51,0,0,0,0,1,0,0
7.16,Largo,M,No,39,1,1,0,0,0,1,0
6.27,Largo,M,Si,52,0,0,0,0,1,0,0
3.47,Corto,F,Si,52,1,0,0,0,0,1,0
5.83,Corto,M,Si,20,0,0,1,0,1,0,0
2.35,Largo,M,No,18,1,1,1,0,0,1,0
2.57,Corto,M,No,34,0,1,0,0,0,1,0
3.13,Medio,F,No,48,0,0,0,1,1,0,0
7.46,Medio,F,Si,30,0,0,0,0,0,1,0
5.93,Largo,M,Si,38,1,0,0,0,0,0,0
9,Corto,F,Si,28,0,0,0,0,0,0,0
2.86,Corto,M,No,46,1,0,0,0,0,1,0
4.04,Largo,M,Si,46,0,0,0,0,0,0,0
5.13,Largo,F,Si,25,0,0,0,0,0,0,0
7.52,Corto,F,No,24,0,0,0,0,0,1,0
9.35,Medio,M,No,36,1,0,1,0,0,1,0
2.85,Medio,M,No,50,1,0,0,1,0,0,0
2.52,Medio,M,No,25,0,0,0,0,0,0,0
7.07,Largo,F,No,41,1,0,0,0,1,1,0
3.8,Medio,F,Si,23,0,0,0,0,1,0,1
3.29,Medio,F,No,52,1,1,1,0,0,1,0
9.1,Largo,F,Si,36,1,1,1,0,0,1,1
3.19,Medio,F,No,31,0,0,0,0,0,0,0
5.02,Largo,M,No,54,0,1,0,0,0,1,0
3.74,Corto,M,Si,22,0,0,0,0,0,1,1
8.05,Largo,F,Si,48,0,0,0,0,0,1,0
9.67,Medio,F,No,42,1,0,0,0,1,0,1
4.26,Largo,F,Si,22,1,0,0,0,0,0,0
4.31,Largo,M,Si,51,0,0,1,1,0,1,0
2.29,Medio,M,Si,33,0,0,0,0,0,0,0
2.6,Largo,M,No,51,0,0,0,0,0,1,0
2.43,Corto,M,No,43,0,0,0,0,0,0,0
2.34,Largo,M,Si,30,1,1,1,0,0,1,1
8.8,Largo,M,No,52,1,0,0,0,0,1,0
3.43,Medio,F,Si,43,0,0,0,1,0,0,0
8.57,Largo,M,Si,27,1,0,0,1,1,0,0
8.74,Medio,F,Si,40,1,0,0,0,0,0,0
6.05,Medio,F,Si,23,1,0,0,0,0,1,0
5.22,Largo,M,Si,27,0,0,0,0,0,0,0
3.85,Corto,F,No,34,0,1,0,1,0,1,0
6.74,Largo,F,Si,44,0,0,0,0,0,0,1
9.35,Largo,M,No,34,1,0,1,1,0,0,1
3.29,Largo,M,Si,51,0,0,0,0,0,0,0
3.37,Medio,F,Si,26,0,0,0,0,0,0,0
7.35,Largo,M,No,24,0,0,0,0,0,1,0
2.45,Largo,F,No,33,0,0,0,0,0,0,0
4.72,Medio,F,No,42,1,0,1,0,1,1,0
3.76,Corto,F,No,46,1,1,0,0,0,0,0
8.6,Medio,M,Si,35,1,1,1,0,0,1,1
7.72,Corto,M,No,26,1,0,0,0,0,0,0
5.91,Medio,M,No,48,0,0,0,0,0,1,0
4.99,Medio,F,No,27,0,1,0,0,0,0,1
4.55,Largo,M,No,30,0,0,0,0,0,1,0
7.97,Largo,M,No,17,1,0,0,0,0,0,0
6.24,Largo,F,Si,51,1,0,0,0,0,1,1
5.5,Largo,M,No,53,1,1,1,0,1,1,0
5.23,Largo,F,No,24,0,0,1,0,0,0,0
8.4,Largo,M,No,54,1,0,0,0,0,0,0
2.46,Largo,M,Si,21,0,0,0,0,1,0,0
5.16,Medio,M,Si,45,1,0,0,0,0,0,0
5.03,Largo,F,No,19,0,0,0,0,1,0,0
8.76,Corto,F,Si,29,0,1,0,0,0,1,0
9.53,Largo,M,No,53,0,0,0,0,0,1,0
4.32,Medio,F,No,34,1,1,1,0,0,1,1
4.24,Corto,M,No,49,1,1,1,0,0,1,0
2.64,Largo,F,Si,33,0,0,0,0,0,0,0
4.87,Corto,F,No,41,1,0,0,0,0,0,0
3.86,Medio,M,No,23,0,1,0,1,1,1,0
9.38,Largo,M,No,32,0,1,0,0,0,0,1
6.14,Medio,M,No,24,0,1,1,0,1,1,0
3.72,Medio,M,Si,34,1,0,0,0,1,0,0
4.63,Corto,M,Si,49,0,0,0,0,0,1,0
4.42,Largo,F,No,25,1,1,1,0,0,1,0
9.49,Largo,M,No,26,0,0,0,0,0,0,0
5.01,Largo,M,Si,47,0,0,0,0,0,0,0
6.82,Corto,F,No,44,1,0,0,0,0,0,1
6.82,Medio,M,Si,29,1,1,1,1,1,1,1
5.98,Medio,M,No,38,0,0,0,0,0,1,0
2.4,Medio,M,No,20,0,0,0,0,0,0,0
6.08,Largo,M,Si,29,0,0,0,0,0,0,0
7.54,Largo,F,No,41,1,0,0,0,0,0,0
9.7,Largo,M,Si,28,0,0,0,0,1,0,0
4.19,Corto,M,No,27,1,1,0,0,1,1,0
9.65,Largo,F,Si,22,0,0,0,0,1,0,0
9.92,Corto,F,No,28,0,0,0,0,0,0,0
10.04,Largo,M,Si,27,0,0,0,1,0,0,1
7.1,Largo,M,No,46,0,1,1,0,0,1,0
3.32,Medio,F,No,25,0,0,0,0,0,1,0
8.78,Largo,M,Si,30,0,0,0,0,1,0,0
3.7,Corto,M,Si,38,0,0,0,0,0,0,1
2.73,Corto,F,No,44,1,0,0,0,0,1,0
4.56,Largo,F,No,52,0,0,0,0,1,1,0
3.48,Corto,M,No,28,1,0,0,0,0,0,0
5.94,Largo,F,No,40,1,1,0,0,0,1,0
5.07,Largo,M,Si,29,0,0,0,0,1,1,0
2.36,Medio,F,No,22,1,0,0,0,0,0,0
8.32,Medio,M,Si,27,0,1,0,0,0,0,0
3.89,Medio,M,Si,36,0,0,0,0,0,1,0
3.14,Corto,F,Si,26,0,0,0,0,0,0,0
8.22,Largo,F,Si,23,1,0,0,0,0,0,0
5.79,Medio,F,No,37,1,0,0,0,1,1,0
8.55,Corto,M,Si,41,0,1,1,0,1,1,0
8.81,Largo,F,No,22,0,0,0,0,1,0,0
8.99,Medio,F,Si,30,0,0,1,0,0,0,0
5.61,Largo,F,No,32,1,0,0,1,0,1,0
9.82,Corto,M,No,44,0,0,0,0,0,0,0
7.57,Largo,M,Si,29,0,0,0,0,1,0,0
9.34,Largo,F,No,37,1,0,0,0,1,1,0
8.52,Largo,M,Si,18,1,0,0,0,0,0,0
4.23,Medio,M,Si,24,1,1,0,0,1,1,1
5.2,Largo,F,No,54,0,1,0,0,0,1,0
2.68,Medio,F,Si,34,1,1,0,0,1,1,0
9.13,Medio,F,Si,23,0,0,0,1,0,1,1
8.63,Largo,F,Si,41,1,1,1,0,0,1,0
6.05,Largo,M,Si,51,0,0,0,0,1,0,0
2.67,Corto,M,Si,22,0,0,0,0,0,0,0
7.62,Largo,F,Si,42,1,1,1,0,0,1,0
3.01,Largo,M,Si,56,1,0,0,0,0,0,0
6.55,Largo,M,Si,36,0,0,0,0,0,0,0
6.38,Largo,F,Si,52,0,0,0,0,0,1,1
4.48,Corto,F,Si,24,0,0,0,0,0,1,0
8.36,Medio,F,Si,33,1,0,0,1,0,0,1
3.57,Medio,M,Si,36,0,0,0,0,1,0,1
7.74,Largo,F,Si,33,0,0,0,0,1,0,0
2.8,Largo,M,No,34,1,1,1,1,0,0,1
3.16,Largo,F,No,21,0,1,1,0,0,1,1
8.72,Medio,M,No,32,1,0,0,0,1,0,1
4.28,Medio,M,No,36,0,0,0,0,1,0,0
5.4,Largo,M,Si,36,1,1,0,0,0,0,0
3.74,Largo,F,Si,35,0,0,0,0,0,0,0
3.63,Largo,M,Si,43,1,1,0,0,0,1,0
9.42,Medio,M,No,45,1,0,0,0,1,0,0
4.19,Largo,F,Si,32,1,0,0,0,0,0,0
4.65,Largo,F,Si,29,1,1,0,0,0,1,0
7.39,Corto,M,No,41,0,0,1,0,0,0,1
7.18,Largo,F,Si,46,0,1,0,0,0,1,0
4.62,Corto,M,No,32,0,1,0,1,0,1,1
8.89,Medio,M,No,43,0,1,0,0,0,1,0
6.95,Largo,M,No,46,0,0,0,0,0,0,0
5.22,Medio,M,No,27,0,0,0,0,1,1,0
3.53,Corto,F,No,19,0,0,0,0,0,0,0
9.48,Largo,F,Si,49,0,0,0,0,0,0,0
3.05,Medio,M,Si,38,0,0,0,0,0,0,0
5.79,Largo,M,Si,23,0,0,0,0,0,0,0
5.68,Largo,F,No,49,1,1,0,0,0,1,0
7.46,Medio,F,No,28,0,0,0,0,0,0,0
5.23,Medio,F,Si,33,0,0,0,0,0,0,0
7.24,Medio,F,Si,31,1,1,0,0,0,1,0
5.58,Largo,F,No,45,0,0,0,1,1,0,1
8.23,Medio,M,Si,36,1,1,1,0,0,1,0
6.13,Corto,F,No,45,0,1,0,0,1,0,1
9.35,Medio,M,Si,53,0,0,0,0,1,1,1
4.14,Corto,F,Si,32,0,0,1,0,0,0,0
4.75,Medio,M,No,18,1,1,0,0,1,1,1
9.43,Medio,F,No,46,0,0,1,0,0,1,1
4.5,Largo,M,No,23,0,0,0,0,0,0,0
7.8,Medio,M,Si,31,0,1,0,0,0,0,0
8.65,Medio,M,Si,22,0,0,0,0,0,0,0
9.82,Medio,F,No,50,1,1,1,0,0,1,0
5.03,Largo,M,Si,29,0,0,0,0,1,0,0
4.77,Largo,F,Si,50,1,1,1,0,0,1,0
8.82,Largo,F,Si,34,0,0,0,0,1,0,0
5.52,Corto,F,Si,28,0,0,0,0,1,0,0
7.18,Largo,M,No,47,1,0,1,1,1,0,1
9.25,Largo,F,No,22,0,0,0,0,0,0,1
3.08,Largo,M,Si,29,1,1,0,0,0,1,0
5.65,Largo,M,Si,43,0,0,0,1,0,0,0
3.6,Medio,M,No,39,0,0,0,0,0,1,0
5.82,Medio,M,Si,52,1,1,0,0,0,1,0
8.31,Largo,M,Si,43,0,0,0,0,0,0,0
5.02,Corto,M,Si,25,1,0,0,0,1,0,0
8.85,Medio,M,Si,27,1,1,0,0,0,1,0
4.46,Largo,M,Si,26,1,0,0,0,0,1,0
5.89,Corto,F,Si,33,1,1,1,0,0,1,0
9.54,Largo,M,Si,44,0,0,0,0,0,0,0
6.53,Largo,M,No,56,1,0,1,0,1,1,0
4.75,Largo,M,Si,32,0,0,0,0,0,0,0
7.25,Medio,F,No,37,1,0,0,0,1,0,0
4.91,Medio,F,No,21,0,0,0,0,1,0,1
3.91,Medio,F,No,48,1,0,0,0,0,0,0
6.61,Medio,F,No,42,1,1,1,1,1,1,1
5.13,Medio,M,Si,46,0,0,0,0,0,0,0
2.69,Medio,F,No,40,0,0,0,0,0,0,0
3.77,Corto,F,Si,49,1,1,1,0,0,1,1
4.42,Largo,M,No,34,0,0,0,0,0,0,0
3.86,Largo,F,Si,36,0,0,0,0,1,0,1
5.58,Largo,F,No,54,1,0,0,0,0,0,0
8.96,Largo,F,Si,27,0,0,0,0,0,0,0
8.73,Medio,M,No,22,0,0,0,0,0,1,0
3.54,Corto,F,No,34,0,1,0,0,1,0,0
4.18,Largo,M,Si,21,0,0,0,0,0,0,0
6.05,Largo,F,No,49,0,0,0,0,0,0,0
2.37,Corto,M,Si,41,1,1,1,0,0,1,0
5.43,Largo,F,Si,26,0,0,0,0,0,0,0
9.98,Medio,M,Si,50,0,0,0,0,1,0,1
10.03,Medio,F,No,34,0,0,0,0,0,1,0
5.37,Largo,F,No,40,0,0,0,0,0,0,0
7.73,Largo,F,No,32,1,1,0,0,1,1,0
9.66,Medio,M,No,39,1,1,1,0,1,0,0
8.01,Largo,M,No,37,1,0,0,0,0,1,0
9.13,Largo,F,No,50,0,0,0,0,1,1,0
9.48,Medio,F,Si,25,1,0,0,0,0,0,0
8.42,Largo,M,No,52,1,0,0,0,1,1,0
7.35,Largo,F,Si,51,0,0,0,0,0,1,1
6.65,Largo,M,Si,41,1,0,0,0,0,1,0
9.78,Corto,M,Si,48,1,1,1,0,0,1,0
8.01,Largo,F,No,32,0,0,0,0,1,0,0
5.39,Corto,F,No,51,1,1,1,0,1,1,0
7.88,Largo,F,Si,49,0,0,0,0,0,0,0
7.9,Corto,F,No,30,0,0,0,0,0,0,0
2.64,Largo,M,Si,51,1,1,1,1,1,1,0
7.39,Largo,F,No,50,1,1,0,0,0,1,0
8.15,Medio,M,Si,40,1,0,1,0,0,1,0
4.91,Medio,F,Si,22,0,0,1,0,0,0,0
4.29,Corto,M,Si,23,0,0,0,0,0,0,0
5.23,Medio,M,No,27,1,1,0,1,0,1,0
5.03,Largo,F,Si,24,1,0,0,0,0,0,0
5.35,Largo,F,Si,52,0,0,0,0,1,0,0
6.88,Medio,M,Si,19,0,0,1,0,1,1,0
9.2,Corto,F,No,53,1,1,0,0,0,1,0
6.01,Corto,M,Si,20,0,0,0,1,0,0,0
8.4,Corto,M,No,25,0,0,0,0,1,0,0
8.05,Medio,M,Si,43,1,1,0,0,0,0,0
2.22,Medio,M,Si,43,1,1,0,0,1,1,0
8.83,Largo,F,No,36,0,0,1,0,1,1,1
9.3,Corto,F,No,26,1,0,0,0,0,1,0
3.8,Medio,M,Si,47,0,0,0,0,1,1,0
7.27,Medio,M,No,38,0,0,0,0,0,1,0
9.04,Largo,M,No,34,1,1,0,0,0,1,0
